Singapore,RAS,2020-03-06T00:00:00.000+01:00,94.61538461538461,13,0,0
South Africa,RAS,2020-04-01T00:00:00.000+02:00,120.76923076923077,27,0,19
Sudan,RAS,2020-04-07T00:00:00.000+02:00,125.38461538461539,2,0,0
Suriname,RAS,2020-02-13T00:00:00.000+01:00,70.0,0,0,0
Swaziland,RAS,2020-03-07T00:00:00.000+01:00,95.38461538461539,0,0,0
Sweden,RAS,2020-03-16T00:00:00.000+01:00,102.3076923076923,81,3,0
"Tanzania, United Republic of",RAS,2020-02-01T00:00:00.000+01:00,60.76923076923077,0,0,0
"Tanzania, United Republic of",RAS,2020-03-29T00:00:00.000+01:00,112.3076923076923,0,0,0
Thailand,RAS,2020-01-28T00:00:00.000+01:00,51.53846153846153,6,0,3
Trinidad and Tobago,RAS,2020-04-06T00:00:00.000+02:00,124.61538461538461,1,1,0
Turkey,RAS,2020-03-06T00:00:00.000+01:00,94.61538461538461,0,0,0
United Kingdom,Channel Islands,2020-02-14T00:00:00.000+01:00,70.76923076923077,0,0,0
United Kingdom,Isle of Man,2020-02-22T00:00:00.000+01:00,76.92307692307692,0,0,0
United Kingdom,Isle of Man,2020-03-01T00:00:00.000+01:00,90.76923076923077,0,0,0
United Kingdom,Isle of Man,2020-03-05T00:00:00.000+01:00,93.84615384615384,0,0,0
United Kingdom,Montserrat,2020-03-02T00:00:00.000+01:00,91.53846153846153,0,0,0
United Kingdom,Turks and Caicos Islands,2020-03-07T00:00:00.000+01:00,95.38461538461539,0,0,0
United Kingdom,Turks and Caicos Islands,2020-03-12T00:00:00.000+01:00,99.23076923076923,0,0,0
United States of America,Arkansas,2020-02-08T00:00:00.000+01:00,66.15384615384616,0,0,0
United States of America,California,2020-02-12T00:00:00.000+01:00,69.23076923076923,0,0,0
United States of America,District of Columbia,2020-02-18T00:00:00.000+01:00,73.84615384615384,0,0,0
United States of America,District of Columbia,2020-04-03T00:00:00.000+02:00,122.3076923076923,104,3,0
United States of America,Indiana,2020-03-13T00:00:00.000+01:00,100.0,0,0,0
United States of America,Indiana,2020-04-16T00:00:00.000+02:00,132.30769230769232,582,40,0
United States of America,Iowa,2020-04-14T00:00:00.000+02:00,130.76923076923077,189,5,0
United States of America,Louisiana,2020-03-02T00:00:00.000+01:00,91.53846153846153,0,0,0
United States of America,Missouri,2020-04-12T00:00:00.000+02:00,129.23076923076923,161,1,0
United States of America,Nevada,2020-04-01T00:00:00.000+02:00,120.76923076923077,119,5,0
United States of America,New Jersey,2020-04-03T00:00:00.000+02:00,122.3076923076923,9171,113,0
United States of America,New York,2020-01-23T00:00:00.000+01:00,47.69230769230769,0,0,0
United States of America,Ohio,2020-02-26T00:00:00.000+01:00,80.0,0,0,0
United States of America,Oklahoma,2020-01-24T00:00:00.000+01:00,48.46153846153846,0,0,0
United States of America,Pennsylvania,2020-03-18T00:00:00.000+01:00,103.84615384615384,43,1,0
United States of America,South Dakota,2020-03-26T00:00:00.000+01:00,110.0,5,0,0
United States of America,Texas,2020-02-24T00:00:00.000+01:00,78.46153846153845,0,0,0
United States of America,Utah,2020-01-23T00:00:00.000+01:00,47.69230769230769,0,0,0
United States of America,Virgin Islands,2020-01-28T00:00:00.000+01:00,51.53846153846153,0,0,0
United States of America,Virgin Islands,2020-04-04T00:00:00.000+02:00,123.07692307692308,3,0,0
United States of America,Virginia,2020-03-05T00:00:00.000+01:00,93.84615384615384,0,0,0
United States of America,Wisconsin,2020-03-07T00:00:00.000+01:00,95.38461538461539,0,0,0
Western Sahara,RAS,2020-01-28T00:00:00.000+01:00,51.53846153846153,0,0,0
Zambia,RAS,2020-02-13T00:00:00.000+01:00,70.0,0,0,0
